"","iso2c","Country","Year","WayofTeaching","PercentFear","PercentNascent","PercentPerceived","PercentOwner","PercentIntention","PercentOpportunities"
"333","NO","Norway",2008-12-06,2.91,25,5,41,7.7,7,39
"334","NO","Norway",2009-12-06,2.84,25,5,44,8.3,7.7,49
"335","NO","Norway",2010-12-06,2.64,27,4.4,40,6.7,7.6,50
"336","NO","Norway",2011-12-06,2.35049336773886,41,3.7,33,6.6,8.7,67
"337","NO","Norway",2012-12-06,2.76541788541655,39,3.7,34,5.8,4.9,64
"338","NO","Norway",2013-12-06,2.05801234333079,35,2.9,34,6.2,5.2,64
"339","NZ","New Zealand",2001-12-06,2.21052631578946,26,10.6,66,12.8,22.5771231101531,49
"340","NZ","New Zealand",2002-12-06,2.9375,30,9.1,63,11,14.2,51
"341","NZ","New Zealand",2003-12-06,3.05882352941178,24,9.3,62,11.1,12.9,47
"342","NZ","New Zealand",2004-12-06,2.52173913043478,22,8.4,66,9.6,12.7,55
"343","NZ","New Zealand",2005-12-06,2.86842105263158,22,9.4,60,10.8,11.2,57
"344","NZ","New Zealand",2006-12-06,NA,NA,NA,NA,NA,NA,NA
"345","NZ","New Zealand",2007-12-06,NA,NA,NA,NA,NA,NA,NA
"346","NZ","New Zealand",2008-12-06,NA,NA,NA,NA,NA,NA,NA
"347","NZ","New Zealand",2009-12-06,NA,NA,NA,NA,NA,NA,NA
"348","NZ","New Zealand",2010-12-06,NA,NA,NA,NA,NA,NA,NA
"349","NZ","New Zealand",2011-12-06,NA,NA,NA,NA,NA,NA,NA
"350","NZ","New Zealand",2012-12-06,NA,NA,NA,NA,NA,NA,NA
"351","NZ","New Zealand",2013-12-06,NA,NA,NA,NA,NA,NA,NA
"352","PL","Poland",2001-12-06,1.44367433265635,44,5.7,39,4.7,18.636000709336,14
"353","PL","Poland",2002-12-06,2.59418360234926,24,3.2,22,2,2.2,8
"354","PL","Poland",2003-12-06,NA,NA,NA,NA,NA,NA,NA
"355","PL","Poland",2004-12-06,2.16981132075472,38,3.9,50,8.2,17.8,36
"356","PL","Poland",2005-12-06,NA,NA,NA,NA,NA,NA,NA
"357","PL","Poland",2006-12-06,NA,NA,NA,NA,NA,NA,NA
"358","PL","Poland",2007-12-06,NA,NA,NA,NA,NA,NA,NA
"359","PL","Poland",2008-12-06,NA,NA,NA,NA,NA,NA,NA
"360","PL","Poland",2009-12-06,NA,NA,NA,NA,NA,NA,NA
"361","PL","Poland",2010-12-06,NA,NA,NA,NA,NA,NA,NA
"362","PL","Poland",2011-12-06,1.62726068298034,43,6,52,5,22.7,33
"363","PL","Poland",2012-12-06,1.41560270076912,43,4.8,54,5.8,21.6,20
"364","PL","Poland",2013-12-06,1.73138726244138,47,5.1,52,6.5,17.3,26
"365","PT","Portugal",2001-12-06,1.55555555555556,31,2.1,42,4.7,10.9926781176572,22
"366","PT","Portugal",2002-12-06,NA,NA,NA,NA,NA,NA,NA
"367","PT","Portugal",2003-12-06,NA,NA,NA,NA,NA,NA,NA
"368","PT","Portugal",2004-12-06,1.66666666666667,29,2.1,46,7.3,2.2,23
"369","PT","Portugal",2005-12-06,NA,NA,NA,NA,NA,NA,NA
"370","PT","Portugal",2006-12-06,NA,NA,NA,NA,NA,NA,NA
"371","PT","Portugal",2007-12-06,2.6217798824933,29,4.8,58,7.1,9.8,33
"372","PT","Portugal",2008-12-06,NA,NA,NA,NA,NA,NA,NA
"373","PT","Portugal",2009-12-06,NA,NA,NA,NA,NA,NA,NA
"374","PT","Portugal",2010-12-06,1.86,30,1.9,52,5.4,8.8,20
"375","PT","Portugal",2011-12-06,2.03377939701712,40,4.6,47,5.7,12.2,17
"376","PT","Portugal",2012-12-06,1.48160610939316,42,4.3,47,6.2,14.4,16
"377","PT","Portugal",2013-12-06,2.51927979502803,40,4.2,49,7.7,13.2,20
"378","SE","Sweden",2001-12-06,2.31428571428573,31,1.9,44,5.7,10.5471327373808,42
"379","SE","Sweden",2002-12-06,2.3877551020408,30,1.8,43,6.8,12.5,45
"380","SE","Sweden",2003-12-06,2.35555555555556,30,2,42,5.3,12.7,39
"381","SE","Sweden",2004-12-06,2.55969507559683,32,1.7,42,6,10,41
"382","SE","Sweden",2005-12-06,2.63294269374352,34,1.7,45,6.3,14.3,45
"383","SE","Sweden",2006-12-06,2.2912595108409,28,2.2,42,5,9.3,46
"384","SE","Sweden",2007-12-06,2.3920825563128,29,1.9,42,4.7,9,50
"385","SE","Sweden",2008-12-06,NA,NA,NA,NA,NA,NA,NA
"386","SE","Sweden",2009-12-06,NA,NA,NA,NA,NA,NA,NA
"387","SE","Sweden",2010-12-06,2.25768230023126,29,2.3,42,6.4,8.5,66
"388","SE","Sweden",2011-12-06,2.635934750359,35,3.5,40,7,9.8,71
"389","SE","Sweden",2012-12-06,2.59099191841181,33,4.6,37,5.2,11,66
"390","SE","Sweden",2013-12-06,2.90770311092852,37,5.9,39,6,9.5,64
"391","SI","Slovenia",2001-12-06,NA,NA,NA,NA,NA,NA,NA
"392","SI","Slovenia",2002-12-06,2.34143241615723,26,3.3,44,6.7,9,30
"393","SI","Slovenia",2003-12-06,2.14285714285714,29,3,38,5.4,10.3,32
"394","SI","Slovenia",2004-12-06,2.21153846153846,26,1.9,43,4.2,8.4,37
"395","SI","Slovenia",2005-12-06,2.35294117647059,32,3,35,6.3,8.6,21
"396","SI","Slovenia",2006-12-06,2.23529411764706,28,2.9,48,4.4,7.3,39
"397","SI","Slovenia",2007-12-06,2.21052631578947,27,3,48,4.6,9.3,48
"398","SI","Slovenia",2008-12-06,2.36,25,4.1,51,5.6,7.3,45
"399","SI","Slovenia",2009-12-06,2.28,30,3.2,52,5.6,9.7,29
"400","SI","Slovenia",2010-12-06,2.34,28,2.2,56,4.9,8.7,27
"401","SI","Slovenia",2011-12-06,1.88204125927343,31,1.9,51,4.8,9.2,18
"402","SI","Slovenia",2012-12-06,1.72218008456962,27,2.9,51,5.8,13.2,20
"403","SI","Slovenia",2013-12-06,2.14208513529016,30,3.6,51,5.7,12.4,16
"404","SK","Slovakia",2001-12-06,NA,NA,NA,NA,NA,NA,NA
"405","SK","Slovakia",2002-12-06,NA,NA,NA,NA,NA,NA,NA
"406","SK","Slovakia",2003-12-06,NA,NA,NA,NA,NA,NA,NA
"407","SK","Slovakia",2004-12-06,NA,NA,NA,NA,NA,NA,NA
"408","SK","Slovakia",2005-12-06,NA,NA,NA,NA,NA,NA,NA
"409","SK","Slovakia",2006-12-06,NA,NA,NA,NA,NA,NA,NA
"410","SK","Slovakia",2007-12-06,NA,NA,NA,NA,NA,NA,NA
"411","SK","Slovakia",2008-12-06,NA,NA,NA,NA,NA,NA,NA
"412","SK","Slovakia",2009-12-06,NA,NA,NA,NA,NA,NA,NA
"413","SK","Slovakia",2010-12-06,NA,NA,NA,NA,NA,NA,NA
"414","SK","Slovakia",2011-12-06,2.54335336138109,32,9.2,53,9.6,17.8,23
"415","SK","Slovakia",2012-12-06,3.13343958627606,38,6.6,50,6.4,11.8,18
"416","SK","Slovakia",2013-12-06,2.09199494225465,33,6.1,51,5.4,16.4,16
"417","TR","Turkey",2001-12-06,NA,NA,NA,NA,NA,NA,NA
"418","TR","Turkey",2002-12-06,NA,NA,NA,NA,NA,NA,NA
"419","TR","Turkey",2003-12-06,NA,NA,NA,NA,NA,NA,NA
"420","TR","Turkey",2004-12-06,NA,NA,NA,NA,NA,NA,NA
"421","TR","Turkey",2005-12-06,NA,NA,NA,NA,NA,NA,NA
"422","TR","Turkey",2006-12-06,2.2,27,2.2,55,11.4,20.1,34
"423","TR","Turkey",2007-12-06,2.13888888888889,23,1.9,49,5.5,19,39
"424","TR","Turkey",2008-12-06,1.88,34,3.2,49,4.8,20.8,36
"425","TR","Turkey",2009-12-06,NA,NA,NA,NA,NA,NA,NA
"426","TR","Turkey",2010-12-06,2.11,25,3.7,54,10.7,19.4,36
"427","TR","Turkey",2011-12-06,2.69702266059966,22,6.3,42,8,8.5,32
"428","TR","Turkey",2012-12-06,2.39844086822702,30,7.3,49,8.7,14.7,40
"429","TR","Turkey",2013-12-06,2.11181616568949,30,5.5,52,5.7,28.1,39
"430","US","United States",2001-12-06,2.93617021276594,21,8.1,61,5.8,10.8914376214899,35
"431","US","United States",2002-12-06,2.88888888888889,22,7.1,57,5.7,9.2,37
"432","US","United States",2003-12-06,3.10256410256409,23,8,54,5.4,9,31
"433","US","United States",2004-12-06,3.14285714285714,18,7.4,54,5.4,8,34
"434","US","United States",2005-12-06,3.27777777777778,22,8.8,52,4.7,9,32
"435","US","United States",2006-12-06,3.10416666666667,26,7.4,51,5.4,7.1,24
"436","US","United States",2007-12-06,2.77777777777778,27,6.5,48,5,8.2,25
"437","US","United States",2008-12-06,2.47,25,5.9,56,8.3,6.9,37
"438","US","United States",2009-12-06,2.23,27,4.9,56,5.9,6.9,28
"439","US","United States",2010-12-06,2.6206155050539,28,4.9,60,7.7,7.3,35
"440","US","United States",2011-12-06,2.44250027082106,31,8.3,56,9.1,10.9,36
"441","US","United States",2012-12-06,2.995949513227,32,8.9,56,8.6,12.5,43
"442","US","United States",2013-12-06,3.02754076001452,31,9.2,56,7.5,12.2,47
